Product Name,Category,Price (₹),Rating,Stock
Whiteboard,Study Essentials,18505.26,3.3,42
Air Purifier,Home Appliances,49244.86,3.2,133
Rug,Home Essentials,25251.03,3.6,188
Designer Handbag,Stylish Wear,27694.93,3.3,136
Notebook Set,Study Essentials,35420.37,3.1,124
Induction Cooktop,Home Appliances,25224.85,3.0,44
Wristwatch,Stylish Wear,42668.34,4.6,99
Sunglasses,Stylish Wear,21813.47,4.8,131
Notebook Set,Study Essentials,9560.71,4.0,135
Mattress,Home Essentials,30640.4,3.6,145
Slim-fit Jeans,Stylish Wear,6256.18,4.0,95
Coffee Table,Home Essentials,48399.44,4.1,84
LED Ceiling Light,Home Essentials,42535.87,4.6,73
Backpack,Study Essentials,7219.52,4.3,118
Wristwatch,Stylish Wear,43476.52,3.1,31
Washing Machine,Home Appliances,31751.73,3.3,146
Blender,Home Appliances,12034.46,4.2,139
Mechanical Keyboard,Study Essentials,27775.34,4.0,98
Microwave Oven,Home Appliances,22620.08,4.4,57
Dishwasher,Home Appliances,48732.33,3.0,162
Rug,Home Essentials,38052.39,3.6,116
Water Heater,Home Appliances,20687.84,4.7,85
Vacuum Cleaner,Home Appliances,36158.23,3.8,172
Desk Organizer,Study Essentials,39384.94,3.1,43
Mattress,Home Essentials,45591.74,3.3,5
Ergonomic Chair,Study Essentials,45999.87,4.6,30
Mattress,Home Essentials,30383.6,4.0,17
Ergonomic Chair,Study Essentials,36772.36,4.9,49
Vacuum Cleaner,Home Appliances,19674.85,3.6,40
Dining Table,Home Essentials,42058.48,4.4,166
Hoodie,Stylish Wear,19469.18,4.1,96
Mattress,Home Essentials,24911.52,4.5,105
Refrigerator,Home Appliances,5081.17,3.6,103
Hoodie,Stylish Wear,28331.05,3.2,50
Hoodie,Stylish Wear,45852.79,3.4,122
Microwave Oven,Home Appliances,22870.26,3.5,117
Washing Machine,Home Appliances,13633.06,3.5,175
Sportswear Set,Stylish Wear,17697.18,4.5,41
Refrigerator,Home Appliances,34636.35,4.8,150
Desk Organizer,Study Essentials,10826.2,4.8,98
Hoodie,Stylish Wear,4404.47,3.5,53
Electric Kettle,Home Appliances,26177.38,4.4,78
Vacuum Cleaner,Home Appliances,11525.28,3.9,81
Sportswear Set,Stylish Wear,12758.5,3.0,28
Designer Handbag,Stylish Wear,41988.38,4.9,147
Mattress,Home Essentials,32783.12,4.2,155
Sunglasses,Stylish Wear,28124.65,4.4,144
Designer Handbag,Stylish Wear,19080.85,3.3,5
Sneakers,Stylish Wear,36227.09,4.6,80
Wristwatch,Stylish Wear,4596.1,4.5,198
Vacuum Cleaner,Home Appliances,3130.67,4.0,49
Dining Table,Home Essentials,42447.51,4.9,161
Formal Shoes,Stylish Wear,46155.55,4.0,43
Sunglasses,Stylish Wear,17841.5,3.3,75
Scientific Calculator,Study Essentials,20080.92,4.4,99
Microwave Oven,Home Appliances,6482.93,3.2,115
Refrigerator,Home Appliances,13807.71,4.8,128
Designer Handbag,Stylish Wear,35326.56,4.1,8
Refrigerator,Home Appliances,42913.99,3.1,113
Bookshelf,Home Essentials,37613.47,3.1,143
Rug,Home Essentials,39280.38,4.6,18
Ergonomic Chair,Study Essentials,27038.64,3.1,128
Sneakers,Stylish Wear,31954.44,4.4,83
Wall Clock,Home Essentials,35430.06,3.7,39
Dishwasher,Home Appliances,26190.17,3.7,159
Dining Table,Home Essentials,28708.94,3.1,122
Laptop,Study Essentials,19624.51,3.9,55
Curtains,Home Essentials,25218.54,3.9,79
Ergonomic Chair,Study Essentials,27687.63,3.3,31
Refrigerator,Home Appliances,47564.41,4.4,157
Dishwasher,Home Appliances,40419.79,4.6,116
Refrigerator,Home Appliances,44091.9,4.4,181
Wall Clock,Home Essentials,40973.44,4.4,140
Floor Lamp,Home Essentials,46851.05,4.8,92
Water Heater,Home Appliances,8209.68,3.5,123
Formal Shoes,Stylish Wear,5365.27,3.7,68
Blender,Home Appliances,2133.05,3.3,19
Summer Dress,Stylish Wear,13971.27,4.2,199
Desk Organizer,Study Essentials,19055.37,3.3,12
LED Ceiling Light,Home Essentials,11494.41,3.6,158
Whiteboard,Study Essentials,20740.83,3.3,83
Desk Lamp,Study Essentials,18051.0,3.7,164
Sofa Set,Home Essentials,21841.3,3.1,47
Leather Jacket,Stylish Wear,21166.46,4.5,76
Sportswear Set,Stylish Wear,2181.25,3.4,158
Water Heater,Home Appliances,4832.15,3.1,61
Noise-Canceling Headphones,Study Essentials,2894.59,4.2,37
Dining Table,Home Essentials,7334.6,3.8,180
LED Ceiling Light,Home Essentials,43192.34,3.7,146
Leather Jacket,Stylish Wear,10557.22,3.3,175
LED Ceiling Light,Home Essentials,7240.4,4.4,148
Designer Handbag,Stylish Wear,43705.4,3.9,179
Floor Lamp,Home Essentials,37487.4,4.1,99
Designer Handbag,Stylish Wear,17829.79,3.1,150
Induction Cooktop,Home Appliances,4161.7,3.9,32
Blender,Home Appliances,13923.1,4.5,183
Induction Cooktop,Home Appliances,25927.27,3.1,97
Notebook Set,Study Essentials,21488.18,4.7,84
Leather Jacket,Stylish Wear,7514.27,4.3,32
Dishwasher,Home Appliances,38995.93,4.0,152
Rug,Home Essentials,21280.83,3.9,57
Sportswear Set,Stylish Wear,43792.56,3.5,178
Blender,Home Appliances,36437.27,4.2,79
Wristwatch,Stylish Wear,31717.6,4.8,124
Designer Handbag,Stylish Wear,27652.54,3.5,155
Mechanical Keyboard,Study Essentials,31241.9,3.6,31
Curtains,Home Essentials,43080.96,3.4,84
Mattress,Home Essentials,8494.86,4.8,38
Wristwatch,Stylish Wear,35084.74,3.1,186
Vacuum Cleaner,Home Appliances,34998.95,4.7,124
Formal Shoes,Stylish Wear,22058.45,3.5,176
Desk Organizer,Study Essentials,41207.08,3.5,179
Formal Shoes,Stylish Wear,42563.84,4.9,7
Leather Jacket,Stylish Wear,33219.87,3.7,153
Whiteboard,Study Essentials,16352.65,5.0,135
Whiteboard,Study Essentials,46089.8,3.4,6
Desk Organizer,Study Essentials,11614.5,4.6,168
Mattress,Home Essentials,3798.33,4.1,15
Washing Machine,Home Appliances,1748.57,4.4,114
Mattress,Home Essentials,18531.57,3.2,139
Sunglasses,Stylish Wear,11535.56,3.5,55
Microwave Oven,Home Appliances,27656.25,4.4,31
Slim-fit Jeans,Stylish Wear,41274.82,4.4,144
Desk Lamp,Study Essentials,26674.77,4.4,182
Curtains,Home Essentials,33524.55,4.4,191
Sofa Set,Home Essentials,2569.71,3.1,62
Leather Jacket,Stylish Wear,34593.11,4.8,55
Designer Handbag,Stylish Wear,34874.58,3.7,53
Formal Shoes,Stylish Wear,4656.2,3.8,163
Bookshelf,Home Essentials,12119.37,4.2,195
Ergonomic Chair,Study Essentials,21598.04,4.5,33
Formal Shoes,Stylish Wear,17512.2,4.3,76
Sunglasses,Stylish Wear,15525.47,4.8,115
Summer Dress,Stylish Wear,12595.95,4.7,88
Sportswear Set,Stylish Wear,17745.72,4.0,73
Mattress,Home Essentials,12059.12,3.7,115
Mattress,Home Essentials,41818.04,3.8,65
Wristwatch,Stylish Wear,46195.17,4.0,164
Sunglasses,Stylish Wear,5162.36,3.1,135
Induction Cooktop,Home Appliances,12857.52,3.7,21
Noise-Canceling Headphones,Study Essentials,37190.0,3.5,151
Air Purifier,Home Appliances,37669.19,4.3,141
Floor Lamp,Home Essentials,35123.67,4.5,51
Electric Kettle,Home Appliances,24939.35,4.7,173
Dishwasher,Home Appliances,29787.49,3.5,55
Electric Kettle,Home Appliances,26679.45,5.0,24
Air Purifier,Home Appliances,18229.97,4.9,20
Designer Handbag,Stylish Wear,26546.82,3.4,58
LED Ceiling Light,Home Essentials,22834.28,3.0,111
Hoodie,Stylish Wear,39816.58,4.1,40
Notebook Set,Study Essentials,21244.8,4.4,136
Sportswear Set,Stylish Wear,2958.93,4.6,118
Dishwasher,Home Appliances,39793.63,3.0,109
Refrigerator,Home Appliances,22261.61,3.6,126
Ergonomic Chair,Study Essentials,4096.17,4.5,29
Floor Lamp,Home Essentials,10200.75,3.5,15
LED Ceiling Light,Home Essentials,36983.54,4.2,180
Backpack,Study Essentials,14286.73,3.0,48
Laptop,Study Essentials,28361.01,4.1,47
Coffee Table,Home Essentials,6131.56,3.6,194
Sportswear Set,Stylish Wear,4308.55,4.9,51
Washing Machine,Home Appliances,22817.46,4.6,101
Whiteboard,Study Essentials,34576.48,4.6,115
Rug,Home Essentials,16291.12,4.4,80
Air Purifier,Home Appliances,44603.06,3.4,113
Sneakers,Stylish Wear,49469.47,4.6,92
Blender,Home Appliances,36331.18,3.8,123
Refrigerator,Home Appliances,42997.63,3.2,118
Notebook Set,Study Essentials,19707.27,3.7,11
Blender,Home Appliances,13284.78,4.0,94
Sofa Set,Home Essentials,45947.5,3.6,192
Curtains,Home Essentials,44333.39,3.6,163
Electric Kettle,Home Appliances,34462.89,3.3,55
Wall Clock,Home Essentials,11530.48,4.8,68
Sofa Set,Home Essentials,38629.9,3.9,40
Rug,Home Essentials,21269.51,3.4,160
Mechanical Keyboard,Study Essentials,25706.69,4.9,199
Refrigerator,Home Appliances,34417.16,3.7,165
Backpack,Study Essentials,44958.06,3.3,7
Notebook Set,Study Essentials,41630.5,3.6,139
Coffee Table,Home Essentials,18712.22,3.1,38
Sunglasses,Stylish Wear,40068.84,3.7,36
Desk Lamp,Study Essentials,32476.39,4.9,98
Floor Lamp,Home Essentials,20667.05,3.3,97
Formal Shoes,Stylish Wear,26094.55,3.7,173
Induction Cooktop,Home Appliances,19224.81,4.2,71
LED Ceiling Light,Home Essentials,7514.37,4.3,140
Vacuum Cleaner,Home Appliances,29452.22,3.9,43
Laptop,Study Essentials,48552.96,4.3,148
Curtains,Home Essentials,44572.76,4.6,57
Laptop,Study Essentials,21806.79,4.5,138
Hoodie,Stylish Wear,18203.6,3.8,179
Backpack,Study Essentials,35024.8,4.7,83
LED Ceiling Light,Home Essentials,24112.62,4.0,48
Desk Organizer,Study Essentials,7408.03,3.7,19
Electric Kettle,Home Appliances,19126.13,4.2,68
Ergonomic Chair,Study Essentials,44516.43,4.2,56
Sportswear Set,Stylish Wear,15887.83,4.9,25
Whiteboard,Study Essentials,19339.62,3.6,118
Floor Lamp,Home Essentials,13549.14,3.5,133
Formal Shoes,Stylish Wear,12562.75,3.3,181
Sneakers,Stylish Wear,2755.95,3.9,71
Microwave Oven,Home Appliances,21540.67,4.7,93
Dishwasher,Home Appliances,24995.72,3.7,33
Noise-Canceling Headphones,Study Essentials,46416.12,3.4,145
Dining Table,Home Essentials,8059.62,3.4,179
Refrigerator,Home Appliances,37711.85,3.6,53
Dining Table,Home Essentials,41153.81,3.6,53
Floor Lamp,Home Essentials,31017.73,4.5,88
Designer Handbag,Stylish Wear,23445.3,4.7,43
Slim-fit Jeans,Stylish Wear,36082.6,4.2,40
Coffee Table,Home Essentials,22466.45,4.1,132
Hoodie,Stylish Wear,5905.94,3.2,36
Washing Machine,Home Appliances,20103.97,4.7,183
Notebook Set,Study Essentials,25555.66,4.9,19
Dishwasher,Home Appliances,17604.16,4.8,45
Bookshelf,Home Essentials,6894.71,4.8,44
Ergonomic Chair,Study Essentials,48028.84,4.6,74
Summer Dress,Stylish Wear,20652.5,4.5,116
Slim-fit Jeans,Stylish Wear,7787.88,3.3,89
Bookshelf,Home Essentials,39540.62,3.5,198
Mechanical Keyboard,Study Essentials,37725.84,4.9,52
Bookshelf,Home Essentials,24428.26,4.3,132
Wristwatch,Stylish Wear,29299.69,3.8,99
Dining Table,Home Essentials,34225.78,4.7,33
Backpack,Study Essentials,38288.01,3.1,94
Curtains,Home Essentials,18837.87,3.4,44
Wall Clock,Home Essentials,33112.98,3.5,28
Desk Organizer,Study Essentials,42950.69,3.6,86
Blender,Home Appliances,16854.86,4.1,22
Designer Handbag,Stylish Wear,21080.78,4.9,156
Scientific Calculator,Study Essentials,15605.82,4.1,195
Designer Handbag,Stylish Wear,38837.68,3.4,89
Formal Shoes,Stylish Wear,37222.19,4.2,84
Slim-fit Jeans,Stylish Wear,17112.04,3.2,70
Notebook Set,Study Essentials,1514.9,4.4,57
Sneakers,Stylish Wear,19766.8,4.2,141
Leather Jacket,Stylish Wear,6660.62,3.1,69
Rug,Home Essentials,12526.8,3.1,112
Sportswear Set,Stylish Wear,9117.1,4.4,63
Mechanical Keyboard,Study Essentials,36060.08,4.2,27
Rug,Home Essentials,22880.32,4.3,45
Sportswear Set,Stylish Wear,49599.12,3.5,171
Notebook Set,Study Essentials,42923.9,4.3,101
Dining Table,Home Essentials,48143.28,3.1,188
Floor Lamp,Home Essentials,31519.32,5.0,10
Whiteboard,Study Essentials,15789.12,3.5,39
Mechanical Keyboard,Study Essentials,20642.02,5.0,167
Vacuum Cleaner,Home Appliances,29413.9,4.2,31
Vacuum Cleaner,Home Appliances,24348.6,4.3,138
Backpack,Study Essentials,1761.2,3.8,82
Mattress,Home Essentials,8295.28,3.3,197
LED Ceiling Light,Home Essentials,12912.68,3.7,177
Wall Clock,Home Essentials,35794.07,4.3,101
Coffee Table,Home Essentials,19752.95,3.5,108
Refrigerator,Home Appliances,15433.19,3.8,94
Formal Shoes,Stylish Wear,38094.23,4.3,118
Mechanical Keyboard,Study Essentials,23067.97,4.5,170
Sneakers,Stylish Wear,22807.32,3.7,149
Scientific Calculator,Study Essentials,42757.97,3.0,55
Water Heater,Home Appliances,17767.96,4.4,99
Mattress,Home Essentials,24113.34,3.2,164
Electric Kettle,Home Appliances,20421.61,3.5,135
Desk Lamp,Study Essentials,6726.35,3.1,51
Notebook Set,Study Essentials,39642.01,4.8,116
Formal Shoes,Stylish Wear,29283.29,5.0,83
Air Purifier,Home Appliances,44938.64,4.9,188
Dishwasher,Home Appliances,42519.28,3.3,66
LED Ceiling Light,Home Essentials,25641.58,4.3,96
Desk Lamp,Study Essentials,47524.51,3.2,124
Sofa Set,Home Essentials,45993.15,3.7,125
Noise-Canceling Headphones,Study Essentials,34234.55,3.7,59
Desk Organizer,Study Essentials,33857.16,4.1,49
Sofa Set,Home Essentials,21606.28,4.4,147
Ergonomic Chair,Study Essentials,35191.91,3.5,130
Noise-Canceling Headphones,Study Essentials,47099.28,3.4,168
Electric Kettle,Home Appliances,23142.44,4.6,22
Bookshelf,Home Essentials,26811.51,4.6,121
Sportswear Set,Stylish Wear,18115.21,3.9,101
Dining Table,Home Essentials,35482.15,4.3,54
Summer Dress,Stylish Wear,11962.38,4.7,36
Blender,Home Appliances,32451.19,3.4,200
Designer Handbag,Stylish Wear,12077.84,3.9,18
Rug,Home Essentials,43167.5,4.5,192
Mattress,Home Essentials,1432.73,4.6,165
Hoodie,Stylish Wear,49093.75,4.3,87
Ergonomic Chair,Study Essentials,43750.31,3.9,92
Formal Shoes,Stylish Wear,19475.84,3.8,47
Curtains,Home Essentials,45517.03,3.6,15
Desk Organizer,Study Essentials,13962.57,3.4,190
Microwave Oven,Home Appliances,42333.6,4.3,92
Induction Cooktop,Home Appliances,32903.37,3.6,194
Dishwasher,Home Appliances,14732.26,4.6,148
Whiteboard,Study Essentials,47598.1,4.8,114
Desk Organizer,Study Essentials,39350.96,3.4,50
Vacuum Cleaner,Home Appliances,6995.53,5.0,52
Hoodie,Stylish Wear,5811.67,3.2,148
Ergonomic Chair,Study Essentials,32593.04,4.2,55
Leather Jacket,Stylish Wear,5488.9,3.1,33
Refrigerator,Home Appliances,24367.92,4.1,195
Hoodie,Stylish Wear,31680.39,4.9,36
Water Heater,Home Appliances,33011.15,3.9,82
Washing Machine,Home Appliances,42672.37,4.7,190
Whiteboard,Study Essentials,36798.77,3.4,163
Sofa Set,Home Essentials,41929.81,3.5,6
Notebook Set,Study Essentials,24507.79,4.7,106
Noise-Canceling Headphones,Study Essentials,48640.04,4.3,153
Washing Machine,Home Appliances,2620.68,3.0,84
Refrigerator,Home Appliances,46454.16,3.4,127
Mattress,Home Essentials,5964.76,3.9,112
Formal Shoes,Stylish Wear,44969.2,4.4,93
Noise-Canceling Headphones,Study Essentials,13543.89,4.3,193
Backpack,Study Essentials,17862.52,3.1,182
Blender,Home Appliances,28710.06,4.8,52
Induction Cooktop,Home Appliances,19095.51,4.9,139
Bookshelf,Home Essentials,6642.02,3.3,24
Vacuum Cleaner,Home Appliances,33270.9,4.1,163
Laptop,Study Essentials,14874.17,3.1,102
Water Heater,Home Appliances,34196.51,3.0,112
Floor Lamp,Home Essentials,3140.39,4.1,156
Summer Dress,Stylish Wear,11929.14,4.4,170
Induction Cooktop,Home Appliances,23295.71,4.1,122
Scientific Calculator,Study Essentials,30684.2,5.0,78
Leather Jacket,Stylish Wear,45083.47,4.1,32
Induction Cooktop,Home Appliances,5771.65,4.9,98
Wristwatch,Stylish Wear,9997.3,3.7,18
LED Ceiling Light,Home Essentials,26983.61,3.4,123
Laptop,Study Essentials,34848.54,3.2,165
Hoodie,Stylish Wear,15595.56,3.5,190
Noise-Canceling Headphones,Study Essentials,42772.93,4.8,34
Notebook Set,Study Essentials,30238.61,4.9,80
Curtains,Home Essentials,30893.5,5.0,178
Dining Table,Home Essentials,4087.92,4.0,186
Rug,Home Essentials,14729.9,4.9,73
Slim-fit Jeans,Stylish Wear,34474.9,4.5,82
Formal Shoes,Stylish Wear,20227.88,3.8,160
Desk Organizer,Study Essentials,47887.03,4.0,111
Rug,Home Essentials,24691.43,3.6,199
Washing Machine,Home Appliances,44130.25,3.6,134
Leather Jacket,Stylish Wear,6266.1,3.1,23
Dining Table,Home Essentials,35919.08,3.2,139
Induction Cooktop,Home Appliances,28336.07,3.7,169
Coffee Table,Home Essentials,49689.73,4.6,164
Backpack,Study Essentials,8556.97,3.9,176
Curtains,Home Essentials,8474.97,3.2,136
Summer Dress,Stylish Wear,26428.62,3.9,48
Rug,Home Essentials,23738.66,3.4,177
Slim-fit Jeans,Stylish Wear,46526.9,3.7,199
Dining Table,Home Essentials,37511.44,4.1,58
Bookshelf,Home Essentials,49262.21,4.0,199
Summer Dress,Stylish Wear,44025.08,3.4,133
Wristwatch,Stylish Wear,3917.93,3.3,131
Desk Lamp,Study Essentials,2102.11,3.7,31
Hoodie,Stylish Wear,25203.47,4.5,114
Coffee Table,Home Essentials,34769.72,4.3,122
Sportswear Set,Stylish Wear,30734.1,4.5,7
Rug,Home Essentials,1386.92,3.8,82
Noise-Canceling Headphones,Study Essentials,36025.09,4.4,172
Formal Shoes,Stylish Wear,3502.39,4.5,196
Slim-fit Jeans,Stylish Wear,20640.94,3.1,166
Rug,Home Essentials,39095.25,4.2,124
Washing Machine,Home Appliances,8639.66,4.8,84
Sunglasses,Stylish Wear,32799.4,4.1,143
Coffee Table,Home Essentials,32846.91,3.3,154
Water Heater,Home Appliances,47788.38,3.5,88
Sofa Set,Home Essentials,42787.73,3.2,73
Dishwasher,Home Appliances,11153.4,4.6,39
Hoodie,Stylish Wear,36079.9,4.1,90
Hoodie,Stylish Wear,11367.96,3.3,5
Ergonomic Chair,Study Essentials,15630.64,3.3,43
Rug,Home Essentials,45862.34,3.5,27
Summer Dress,Stylish Wear,48563.04,4.5,84
Formal Shoes,Stylish Wear,34567.62,4.0,164
Wall Clock,Home Essentials,3934.44,4.1,162
Blender,Home Appliances,32467.0,3.5,95
Sofa Set,Home Essentials,39659.12,4.5,167
Desk Lamp,Study Essentials,32416.29,4.5,14
Hoodie,Stylish Wear,16835.56,4.2,95
Mechanical Keyboard,Study Essentials,14805.9,4.0,53
Summer Dress,Stylish Wear,33761.58,4.3,195
Electric Kettle,Home Appliances,32535.1,4.4,42
Curtains,Home Essentials,26079.25,4.6,82
Scientific Calculator,Study Essentials,3147.79,4.0,123
LED Ceiling Light,Home Essentials,16990.85,3.7,68
Mattress,Home Essentials,22173.85,3.9,69
Dining Table,Home Essentials,14639.75,3.3,14
Desk Organizer,Study Essentials,31277.49,3.2,53
Wristwatch,Stylish Wear,16170.07,3.7,94
Summer Dress,Stylish Wear,30242.53,3.6,77
Sunglasses,Stylish Wear,25674.55,4.5,176
Sofa Set,Home Essentials,7644.18,3.5,98
Blender,Home Appliances,16208.33,4.7,114
Sneakers,Stylish Wear,28078.28,3.9,116
Sunglasses,Stylish Wear,27562.55,3.3,184
Backpack,Study Essentials,41871.36,4.6,158
Coffee Table,Home Essentials,44552.3,3.5,86
Formal Shoes,Stylish Wear,8826.32,3.6,140
Notebook Set,Study Essentials,17355.78,3.3,10
Bookshelf,Home Essentials,17577.28,4.2,119
Microwave Oven,Home Appliances,3268.31,3.1,20
Wall Clock,Home Essentials,3740.39,3.3,151
Bookshelf,Home Essentials,13534.8,3.9,23
Coffee Table,Home Essentials,43154.21,3.2,70
LED Ceiling Light,Home Essentials,49825.71,4.2,175
Washing Machine,Home Appliances,24987.0,4.6,124
Sunglasses,Stylish Wear,9412.16,5.0,146
Noise-Canceling Headphones,Study Essentials,13832.38,4.2,151
Bookshelf,Home Essentials,33870.75,3.8,53
Noise-Canceling Headphones,Study Essentials,18899.01,3.6,42
Sneakers,Stylish Wear,15858.19,4.8,130
Refrigerator,Home Appliances,41394.68,5.0,142
Mattress,Home Essentials,31662.81,4.4,55
LED Ceiling Light,Home Essentials,12642.6,3.3,173
Rug,Home Essentials,3728.84,3.4,154
Dining Table,Home Essentials,47219.96,4.0,88
Blender,Home Appliances,37556.27,5.0,120
Coffee Table,Home Essentials,45860.75,3.1,65
Mattress,Home Essentials,27327.53,4.5,147
Curtains,Home Essentials,33906.44,4.7,175
Blender,Home Appliances,44021.15,3.2,33
Microwave Oven,Home Appliances,47083.77,4.6,7
Scientific Calculator,Study Essentials,29125.41,4.8,151
Washing Machine,Home Appliances,40836.99,4.7,53
Formal Shoes,Stylish Wear,25806.12,3.4,23
Summer Dress,Stylish Wear,28016.75,3.1,21
Ergonomic Chair,Study Essentials,27531.49,4.0,91
Dishwasher,Home Appliances,9186.01,3.3,187
Formal Shoes,Stylish Wear,7967.89,4.8,111
Washing Machine,Home Appliances,35938.42,3.1,44
Formal Shoes,Stylish Wear,28622.11,4.1,27
Sportswear Set,Stylish Wear,23314.97,4.3,22
Induction Cooktop,Home Appliances,31043.12,4.8,114
Electric Kettle,Home Appliances,30484.2,4.4,136
Slim-fit Jeans,Stylish Wear,7728.77,3.6,49
Desk Lamp,Study Essentials,40531.16,4.8,188
Sofa Set,Home Essentials,31343.69,3.1,164
Slim-fit Jeans,Stylish Wear,737.23,3.5,73
Notebook Set,Study Essentials,9846.77,3.1,86
Desk Organizer,Study Essentials,40624.26,3.8,82
Desk Organizer,Study Essentials,34685.44,3.1,43
Curtains,Home Essentials,41842.39,4.2,46
Coffee Table,Home Essentials,44871.83,4.0,143
Floor Lamp,Home Essentials,39181.47,4.3,88
Dishwasher,Home Appliances,33935.15,3.2,37
Sofa Set,Home Essentials,36349.57,4.6,76
Hoodie,Stylish Wear,11454.42,4.4,108
Desk Lamp,Study Essentials,35383.31,4.5,36
Sunglasses,Stylish Wear,21618.48,4.7,49
Formal Shoes,Stylish Wear,26420.24,3.6,20
Electric Kettle,Home Appliances,17681.05,3.7,7
Bookshelf,Home Essentials,10457.23,3.3,14
Ergonomic Chair,Study Essentials,49718.54,4.1,29
LED Ceiling Light,Home Essentials,46675.53,3.6,76
Scientific Calculator,Study Essentials,42239.55,3.6,144
Electric Kettle,Home Appliances,37619.95,4.9,160
Bookshelf,Home Essentials,24989.6,4.3,30
Air Purifier,Home Appliances,1061.5,5.0,183
Coffee Table,Home Essentials,20394.86,3.8,24
Vacuum Cleaner,Home Appliances,26394.35,3.8,197
Floor Lamp,Home Essentials,24548.01,4.3,184
Water Heater,Home Appliances,29395.53,4.2,189
Sneakers,Stylish Wear,23984.08,4.2,50
Air Purifier,Home Appliances,49779.59,4.1,80
Water Heater,Home Appliances,4353.73,4.9,92
Notebook Set,Study Essentials,30889.77,3.4,166
Wall Clock,Home Essentials,29307.11,4.8,32
Formal Shoes,Stylish Wear,7129.18,4.0,57
Backpack,Study Essentials,47299.91,4.8,167
Washing Machine,Home Appliances,7089.65,4.6,34
